timestamp,customer_dp_psi,system_output_pressure_psi,system_return_temp_f,system_supply_temp_f,total_system_cooling_tons,total_system_flow_gpm,plant_1_instantaneous_tons,plant_2_instantaneous_tons,plant_1_is_running,plant_2_is_running,plant_2_data_status,hour_timestamp,humidex_c,humidex_f,date,hour,day_of_week,is_weekend,temperature_delta_f,pressure_gap_psi,dp_margin_psi,dp_upset,dp_status,is_peak,dp_status_change,dp_status_group,hour_sin,hour_cos,flow_x_humidex,humidex_c_sq,peak_condition
2026-07-01 00:50:00,12.642463060733245,96.74858785288717,50.76229862972973,37.67491290419662,41719.69382015122,66845.54958812849,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 00:00:00,36.47563919,97.656150542,2026-07-01,0,Wednesday,0,13.08738572553311,84.10612479215392,0.6424630607332453,0,Normal (≥12 PSI),1,False,1,0.0,1.0,2438234.148233828,1330.472254319064,Non-Peak
2026-07-01 00:55:00,12.52092726250407,96.41865517078313,50.58527440729297,37.66209202670808,39390.49030637741,66990.97471753787,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 00:00:00,36.47563919,97.656150542,2026-07-01,0,Wednesday,0,12.92318238058489,83.89772790827905,0.5209272625040704,0,Normal (≥12 PSI),1,False,1,0.0,1.0,2443538.6227833237,1330.472254319064,Non-Peak
2026-07-01 01:00:00,12.158607859206361,96.0999984741211,50.61803376923257,37.649271149219544,39702.113012152586,67310.05709699103,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,12.968762620013024,83.94139061491474,0.1586078592063611,0,Normal (≥12 PSI),1,False,1,0.25881904510252074,0.9659258262890683,2456119.665691775,1331.4937339161233,Non-Peak
2026-07-01 01:05:00,12.102099551619817,95.81392222106166,50.65079313117218,37.40344088625297,40951.25879067018,67278.23520611326,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,13.247352244919206,83.71182266944184,0.10209955161981732,0,Normal (≥12 PSI),1,False,1,0.25881904510252074,0.9659258262890683,2454958.4963902575,1331.4937339161233,Non-Peak
2026-07-01 01:10:00,12.258377427313562,95.5,50.683552493111776,37.290000915527344,41411.50346315147,67103.91803443253,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,13.393551577584432,83.24162257268644,0.2583774273135617,0,Normal (≥12 PSI),1,False,1,0.25881904510252074,0.9659258262890683,2448597.7257729354,1331.4937339161233,Non-Peak
2026-07-01 01:15:00,11.989613105276602,95.26163584391276,50.71631185505139,37.56037836957843,41415.45350002266,67878.92723768187,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,13.155933485472957,83.27202273863615,-0.010386894723398044,1,Upset (<12 PSI),1,True,2,0.25881904510252074,0.9659258262890683,2476877.531604179,1331.4937339161233,Non-Peak
2026-07-01 01:20:00,12.02962427575292,95.0,50.96079492055504,37.68797155019143,42370.17061739224,68166.33706247291,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,13.27282337036361,82.97037572424708,0.02962427575291926,0,Normal (≥12 PSI),1,True,3,0.25881904510252074,0.9659258262890683,2487365.012275383,1331.4937339161233,Non-Peak
2026-07-01 01:25:00,12.099212848462917,95.14303944944248,51.05866419692225,37.68608869997373,42357.613787249305,67583.41706941233,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,13.37257549694852,83.04382660097957,0.09921284846291734,0,Normal (≥12 PSI),1,False,3,0.25881904510252074,0.9659258262890683,2466094.4723259374,1331.4937339161233,Non-Peak
2026-07-01 01:30:00,12.098348006708148,95.30000305175781,51.04813769571763,37.684205849756026,43012.59067748406,67869.75452986891,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,13.363931845961602,83.20165504504966,0.09834800670814836,0,Normal (≥12 PSI),1,False,3,0.25881904510252074,0.9659258262890683,2476542.82281,1331.4937339161233,Non-Peak
2026-07-01 01:35:00,12.054938766610787,94.77550917220069,51.037611194513005,37.68232299953833,43282.09803190011,67953.27505122357,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,13.355288194974676,82.7205704055899,0.054938766610787226,0,Normal (≥12 PSI),1,False,3,0.25881904510252074,0.9659258262890683,2479590.4564599376,1331.4937339161233,Non-Peak
2026-07-01 01:40:00,12.433514378993147,94.19999694824219,50.82044475110543,37.68044014932063,43134.713650624704,67179.7634890757,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,13.140004601784796,81.76648256924904,0.4335143789931468,0,Normal (≥12 PSI),1,False,3,0.25881904510252074,0.9659258262890683,2451365.299011419,1331.4937339161233,Non-Peak
2026-07-01 01:45:00,11.50164729345566,93.6755763627319,50.720001220703125,37.678557299102934,42776.10071657996,65946.14667317476,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,13.041443921600191,82.17392906927624,-0.49835270654434005,1,Upset (<12 PSI),1,True,4,0.25881904510252074,0.9659258262890683,2406351.067080277,1331.4937339161233,Non-Peak
2026-07-01 01:50:00,11.505480398149844,93.0999984741211,49.57003054340603,37.67667444888524,42035.683691558064,65691.74319673805,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,11.89335609452079,81.59451807597125,-0.49451960185015587,1,Upset (<12 PSI),1,False,4,0.25881904510252074,0.9659258262890683,2397067.9761359897,1331.4937339161233,Non-Peak
2026-07-01 01:55:00,11.94188365599297,93.52910418973285,49.403616876478125,37.67479159866754,41945.42009711275,65397.75702548226,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 01:00:00,36.48963872,97.68134969600001,2026-07-01,1,Wednesday,0,11.728825277810586,81.58722053373988,-0.05811634400702914,1,Upset (<12 PSI),1,False,4,0.25881904510252074,0.9659258262890683,2386340.5269581894,1331.4937339161233,Non-Peak
2026-07-01 02:00:00,11.699113486600806,94.0,49.39861693823559,37.67290874844984,41844.86696291901,65316.38833303194,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,11.725708189785749,82.30088651339919,-0.3008865133991936,1,Upset (<12 PSI),1,False,4,0.49999999999999994,0.8660254037844387,2382746.594890437,1330.7957041972854,Non-Peak
2026-07-01 02:05:00,11.853758735066592,93.85696755441293,49.39361699999304,37.671025898232145,41751.69595797143,65212.0150814461,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,11.722591101760898,82.00320881934634,-0.1462412649334084,1,Upset (<12 PSI),1,False,4,0.49999999999999994,0.8660254037844387,2378939.05108465,1330.7957041972854,Non-Peak
2026-07-01 02:10:00,12.069697607596366,93.69999694824219,49.38861706175051,37.66914304801445,41758.43427525189,62936.19108241438,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,11.719474013736061,81.63029934064582,0.06969760759636578,0,Normal (≥12 PSI),1,True,5,0.49999999999999994,0.8660254037844387,2295916.8261475684,1330.7957041972854,Non-Peak
2026-07-01 02:15:00,11.865833843561555,93.69999694824219,49.383617123507975,37.66726019779675,41757.74201573814,64911.071031845764,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,11.716356925711224,81.83416310468063,-0.13416615643844487,1,Upset (<12 PSI),1,True,6,0.49999999999999994,0.8660254037844387,2367960.5902765975,1330.7957041972854,Non-Peak
2026-07-01 02:20:00,12.361568308875524,93.69999694824219,49.41331208930691,37.665377347579046,41707.97298942727,64300.87938856475,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,11.747934741727867,81.33842863936667,0.3615683088755244,0,Normal (≥12 PSI),1,True,7,0.49999999999999994,0.8660254037844387,2345700.7547687734,1330.7957041972854,Non-Peak
2026-07-01 02:25:00,12.853858532906944,94.36750831623328,49.52044755037095,37.66349449736135,42015.878294555136,63861.752011627716,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,11.856953053009605,81.51364978332634,0.8538585329069441,0,Normal (≥12 PSI),1,False,7,0.49999999999999994,0.8660254037844387,2329681.3561335504,1330.7957041972854,Non-Peak
2026-07-01 02:30:00,12.53843822830668,95.0999984741211,49.35362676699606,37.66161164714365,40687.17671179889,62917.44974910948,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,11.692015119852407,82.56156024581442,0.5384382283066795,0,Normal (≥12 PSI),1,False,7,0.49999999999999994,0.8660254037844387,2295233.1409461107,1330.7957041972854,Non-Peak
2026-07-01 02:35:00,12.274136004638112,94.33711394775892,49.2400016784668,37.659728796925954,40018.8281288297,61212.387301903334,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,11.580272881540843,82.06297794312081,0.2741360046381125,0,Normal (≥12 PSI),1,False,7,0.49999999999999994,0.8660254037844387,2233032.3389139907,1330.7957041972854,Non-Peak
2026-07-01 02:40:00,12.175177461705164,93.5,49.58006422098177,37.65784594670826,39607.81992904329,61387.726132841104,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,11.922218274273511,81.32482253829484,0.17517746170516446,0,Normal (≥12 PSI),1,False,7,0.49999999999999994,0.8660254037844387,2239428.7122137332,1330.7957041972854,Non-Peak
2026-07-01 02:45:00,12.12502934894831,93.30928328940334,49.750769134780384,37.65596309649056,39041.514522548285,61117.79821182011,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,12.094806038289825,81.18425394045502,0.12502934894830986,0,Normal (≥12 PSI),1,False,7,0.49999999999999994,0.8660254037844387,2229581.7220311277,1330.7957041972854,Non-Peak
2026-07-01 02:50:00,12.06901271228159,93.0999984741211,49.760768661252456,37.65408024627286,39071.76372757557,61633.329593239396,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,12.106688414979594,81.0309857618395,0.06901271228158912,0,Normal (≥12 PSI),1,False,7,0.49999999999999994,0.8660254037844387,2248388.3443044345,1330.7957041972854,Non-Peak
2026-07-01 02:55:00,13.248583263534634,94.7686234029134,50.375455090615915,37.652197396055165,39331.98137605047,64936.98206840633,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 02:00:00,36.4800727,97.66413086,2026-07-01,2,Wednesday,0,12.72325769456075,81.52004013937878,1.2485832635346341,0,Normal (≥12 PSI),1,False,7,0.49999999999999994,0.8660254037844387,2368905.8267740593,1330.7957041972854,Non-Peak
2026-07-01 03:00:00,13.357135592611776,96.5999984741211,51.368721027058726,37.65031454583746,40474.134137930676,63582.08637109,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,13.718406481221265,83.24286288150932,1.357135592611776,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2139601.217016812,1132.3902546155255,Non-Peak
2026-07-01 03:05:00,13.357926003434693,96.36165431976319,51.352053724246254,37.64843169561976,40941.84232175214,62963.99750585244,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,13.70362202862649,83.00372831632849,1.3579260034346934,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2118801.904446784,1132.3902546155255,Non-Peak
2026-07-01 03:10:00,13.445452770065055,96.0999984741211,50.815515252655636,37.646548845402066,41083.57539125752,61277.9829219776,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,13.16896640725357,82.65454570405603,1.4454527700650548,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2062065.816321073,1132.3902546155255,Non-Peak
2026-07-01 03:15:00,13.178561496162354,95.14648854573568,49.74435466117718,37.64466599518437,39839.193423558674,60306.87486068452,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,12.099688665992808,81.96792704957332,1.178561496162354,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2029387.0524052312,1132.3902546155255,Non-Peak
2026-07-01 03:20:00,13.261920390490502,94.0999984741211,49.44008426691839,37.64278314496667,38784.37099945633,59846.14254499636,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,11.797301121951719,80.83807808363059,1.261920390490502,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2013882.946144673,1132.3902546155255,Non-Peak
2026-07-01 03:25:00,13.347462370867223,93.95701766178885,49.46802550184195,37.640900294748974,38104.4172081193,60659.53309729993,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,11.827125207092976,80.60955529092163,1.3474623708672233,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2041254.357102493,1132.3902546155255,Non-Peak
2026-07-01 03:30:00,13.28160979175846,93.80000305175781,49.49596673676551,37.63901744453128,37940.591017731975,60810.611267434986,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,11.856949292234233,80.51839325999936,1.2816097917584592,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2046338.2896239746,1132.3902546155255,Non-Peak
2026-07-01 03:35:00,13.40421822536623,93.65697460401415,49.52390797168907,37.63713459431358,38786.02064214016,61368.20515116106,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,11.88677337737549,80.25275637864792,1.4042182253662308,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2065101.8851634236,1132.3902546155255,Non-Peak
2026-07-01 03:40:00,13.97594270259302,93.5,49.55184920661263,37.63525174409588,40569.08114052981,61355.792489146246,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,11.916597462516748,79.52405729740698,1.97594270259302,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2064684.1865903018,1132.3902546155255,Non-Peak
2026-07-01 03:45:00,14.589506610841822,94.26278857918805,49.57979044153618,37.633368893878185,40226.28251857228,61280.01207431387,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,11.946421547657998,79.67328196834623,2.5895066108418217,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2062134.0993400174,1132.3902546155255,Non-Peak
2026-07-01 03:50:00,14.653245055704183,95.0999984741211,49.264977645066125,37.63148604366048,39414.61036873264,61654.31062944978,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,11.633491601405645,80.4467534184169,2.6532450557041827,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2074729.6225416681,1132.3902546155255,Non-Peak
2026-07-01 03:55:00,15.256846476050335,95.48516430923729,49.05873369479821,37.62960319344278,39017.354720069095,61242.95113036678,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 03:00:00,33.65100674,92.571812132,2026-07-01,3,Wednesday,0,11.429130501355424,80.22831783318696,3.2568464760503346,0,Normal (≥12 PSI),1,False,7,0.7071067811865476,0.7071067811865476,2060886.9612654631,1132.3902546155255,Non-Peak
2026-07-01 04:00:00,15.285477740027472,95.9461483519005,49.0018389240073,37.627720343225086,39141.37493186485,61080.19408753356,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.374118580782216,80.66067061187303,3.2854777400274724,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,1998023.8276485628,1070.0412240818073,Non-Peak
2026-07-01 04:05:00,15.377899316159155,95.99877871212689,48.94494415321641,37.62583749300739,38788.6440746467,61079.74943877904,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.319106660209023,80.62087939596773,3.377899316159155,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,1998009.2825276817,1070.0412240818073,Non-Peak
2026-07-01 04:10:00,15.380553957001345,96.05140907235327,48.88804938242551,37.62395464278969,38530.48937013849,61080.9261670275,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.264094739635816,80.67085511535193,3.3805539570013448,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,1998047.7750556478,1070.0412240818073,Non-Peak
2026-07-01 04:15:00,15.010579678007113,95.76154048894219,48.83115461163462,37.622071792571994,38472.540564705996,61302.34267243018,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.209082819062623,80.75096081093507,3.0105796780071135,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,2005290.6376600992,1070.0412240818073,Non-Peak
2026-07-01 04:20:00,14.819268954917527,95.4000015258789,48.812533755615505,37.6201889423543,38659.106372258204,61535.75779750123,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.192344813261208,80.58073257096137,2.8192689549175274,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,2012925.9929269338,1070.0412240818073,Non-Peak
2026-07-01 04:25:00,14.362943962235555,95.06622536652644,48.87937382895992,37.6183060921366,38712.23362568293,62127.91478539304,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.261067736823321,80.70328140429089,2.362943962235555,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,2032296.3271112174,1070.0412240818073,Non-Peak
2026-07-01 04:30:00,13.894182777491709,94.69999694824219,49.309436670751914,37.616423241918895,38989.51103385891,63053.61430124374,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.69301342883302,80.80581417075048,1.894182777491709,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,2062577.332558938,1070.0412240818073,Non-Peak
2026-07-01 04:35:00,14.110222981863044,94.69999694824219,49.470296492008856,37.6145403917012,39700.222680414474,63029.88332524484,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.855756100307659,80.58977396637914,2.1102229818630445,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,2061801.0571032444,1070.0412240818073,Non-Peak
2026-07-01 04:40:00,14.631970044212833,94.69999694824219,49.44271048584002,37.6126575414835,39750.62611747948,61915.599206790954,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.830052944356517,80.06802690402935,2.6319700442128333,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,2025351.1693335583,1070.0412240818073,Non-Peak
2026-07-01 04:45:00,14.83649575076892,95.08143569985948,49.41512447967117,37.6107746912658,39450.634604561754,61604.203749361855,0.0,0.0,0,0,Off or erroneous reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.804349788405368,80.24493994909056,2.83649575076892,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,2015164.9616264703,1070.0412240818073,Non-Peak
2026-07-01 04:50:00,15.157176598307718,95.5,49.38753847350233,37.608891841048106,39821.1595349845,61573.1801606716,0.0,0.0,0,0,Invalid negative reading,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.778646632454226,80.34282340169229,3.157176598307718,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,2014150.1339831029,1070.0412240818073,Non-Peak
2026-07-01 04:55:00,16.686734650141467,96.45345998128255,49.359952467333486,37.60700899083041,40075.401318614415,62292.715675126885,0.0,260.1187320796641,0,1,Valid production,2026-07-01 04:00:00,32.71148459,90.88067226199999,2026-07-01,4,Wednesday,0,11.752943476503077,79.76672533114109,4.686734650141467,0,Normal (≥12 PSI),0,False,7,0.8660254037844386,0.5000000000000001,2037687.2088761644,1070.0412240818073,Non-Peak
2026-07-01 05:00:00,17.219115393554777,97.5,48.9008675024748,37.60512614061271,40583.773074900266,61155.328051465025,0.0,1159.422118956714,0,1,Valid production,2026-07-01 05:00:00,32.12104781,89.817886058,2026-07-01,5,Wednesday,0,11.295741361862092,80.28088460644523,5.219115393554777,0,Normal (≥12 PSI),0,False,7,0.9659258262890683,0.25881904510252074,1964373.2161773422,1031.7617124123058,Non-Peak
2026-07-01 05:05:00,17.384722813868635,97.78607425416315,48.51404043697607,37.603243290395014,41002.21962142763,60481.13910307204,0.0,1648.6545631744298,0,1,Valid production,2026-07-01 05:00:00,32.12104781,89.817886058,2026-07-01,5,Wednesday,0,10.910797146581054,80.40135144029452,5.384722813868635,0,Normal (≥12 PSI),0,False,7,0.9659258262890683,0.25881904510252074,1942717.5607330375,1031.7617124123058,Non-Peak
2026-07-01 05:10:00,16.972121281903863,98.0999984741211,48.023976359113,37.60136044017732,43837.09125732386,59709.92193450566,0.0,2455.511478341601,0,1,Valid production,2026-07-01 05:00:00,32.12104781,89.817886058,2026-07-01,5,Wednesday,0,10.422615918935684,81.12787719221723,4.972121281903863,0,Normal (≥12 PSI),0,False,7,0.9659258262890683,0.25881904510252074,1917945.257189624,1031.7617124123058,Non-Peak
2026-07-01 05:15:00,16.863055054920437,97.24198870852648,47.559320815989246,37.57742547893058,41826.62665388816,59441.05826310905,0.0,2851.568028705519,0,1,Valid production,2026-07-01 05:00:00,32.12104781,89.817886058,2026-07-01,5,Wednesday,0,9.981895337058667,80.37893365360604,4.863055054920437,0,Normal (≥12 PSI),0,False,7,0.9659258262890683,0.25881904510252074,1909309.0743463214,1031.7617124123058,Non-Peak
